human_readable_id,title,type,description,frequency,degree,text_unit_ids,suggested_schema_type,canonical_name,keep_in_controlled_kg,record_linkage_group,review_notes
457,CLEAN ENERGY TRANSITION (CET) PARTNERSHIP,POLICY,"Policy type: multilateral partnership for energy research, development, and innovation; Jurisdiction: European Union and international; Status: ongoing; Source meaning: CET Partnership is an EU partnership aiming to accelerate the energy transition and foster transnational exchange through research, development, and innovation programmes.</|>",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
458,"FORSCHUNGS-, ENTWICKLUNGS- UND INNOVATIONSPROGRAMME (FEI)",POLICY,"Policy type: research, development, and innovation programmes; Jurisdiction: European Union and international; Status: ongoing; Source meaning: FEI programmes, including those sponsored by CET Partnership, aim to accelerate energy transition and enhance transnational cooperation in energy research.</|>",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
459,FTI-PAKT DER BUNDESREGIERUNG,POLICY,"Policy type: national research pact; Jurisdiction: Austria; Status: ongoing; Source meaning: The national FTI-Pakt establishes strategic focus areas and measures relevant to energy, climate, circular economy, and mobility, including PV-related issues.</|>",1,3,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
460,FTI-SCHWERPUNKT KLIMANEUTRALE STADT,POLICY,"Policy type: national research and innovation focus; Jurisdiction: Austria; Status: ongoing; Source meaning: A research, development, and innovation focus of the Austrian government addressing climate neutrality in cities and incorporating PV-related cross-cutting issues.</|>",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
461,FTI-SCHWERPUNKT KREISLAUFWIRTSCHAFT & PRODUKTION,POLICY,"Policy type: national research and innovation focus; Jurisdiction: Austria; Status: ongoing; Source meaning: A research and development focus area on the circular economy and production, including issues relevant to PV technologies.</|>",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
462,FTI-SCHWERPUNKT MOBILITÄTSWENDE,POLICY,"Policy type: national research and innovation focus; Jurisdiction: Austria; Status: ongoing; Source meaning: A research, development, and innovation focus area of the Austrian government on sustainable mobility, which includes PV-related questions and cross-cutting themes.</|>",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
463,FÖRDERKATEGORIEN IM ERNEUERBAREN-AUSBAU-GESETZ,SUPPORT_SCHEME,"Four funding categories established by the Renewable Expansion Act to promote installations in different size segments, particularly targeting small and medium-sized PV systems.</|>",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
464,ÖSTERREICHISCHE KOORDINATIONSSTELLE FÜR ENERGIEGEMEINSCHAFTEN,ORGANIZATION,"The Austrian Coordination Office for Energy Communities, established to support the introduction of energy community models and provide information to citizens.</|>",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
465,ENERGIEBERATUNGSSTELLEN DER BUNDESLÄNDER,ORGANIZATION,"The energy advisory services of the Austrian federal states, cooperating with the Coordination Office for Energy Communities to support the establishment of energy communities and provide information.</|>",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
466,LOKALES LASTMANAGEMENT,TECHNOLOGY,Local load management measures and technologies incentivized to promote the direct use of PV-generated electricity at the point of production.</|>,1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
467,ÖFFENTLICHES NETZ,INFRASTRUCTURE,"The public electricity grid, referenced in connection with restrictions on transmitting all surplus PV generation to the grid at any given time.</|>",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
468,DEZENTRALE NUTZUNG ERNEUERBARER ENERGIE,TECHNOLOGY,"Decentralized use of renewable energy, a goal of support measures and incentives for PV systems, emphasizing local generation and consumption.</|>",1,4,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
469,ZELLULÄRE STROMSTRUKTUREN,INFRASTRUCTURE,"ZELLULÄRE STROMSTRUKTUREN refers to decentralized, community-oriented organizational forms of electricity generation and consumption that are supported by energy communities and the integration of photovoltaics (PV), and are referenced as a foundational element for collective PV expansion and new market models such as energy communities.",2,2,"['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",,,,,
470,MARKTCHANCEN FÜR KLEINE UND MITTLERE PV-ANLAGEN,MARKET_METRIC,"Metric: market opportunities for small and medium-sized PV installations; Value: not numerically specified; Unit: N/A; Reference year: current; Geographic scope: Austria; Approximate: no; Source meaning: new funding categories established under the EAG have created explicit market opportunities, especially for small and medium-sized PV installations.</|>",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
471,NIEDRIGE ODER NEGATIVE STROMPREISE BEI STARKER PV-ERZEUGUNG,CONSTRAINT,"NIEDRIGE ODER NEGATIVE STROMPREISE BEI STARKER PV-ERZEUGUNG refers to the occurrence in Austria and Europe where periods of high photovoltaic (PV) generation often result in low or even negative electricity prices due to generally low demand for grid electricity, which presents challenges for market and grid management.",2,2,"['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",,,,,
472,BEDARF AN STROM AUS DEM NETZ GENERELL GERING BEI STARKER PV-ERZEUGUNG,CONSTRAINT,"During times of high PV output in Austria and Europe, demand for electricity from the public grid is generally low, restricting the ability to feed all PV surplus into the grid.</|>",1,2,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
473,TECHNOLOGIE- UND LÖSUNGSANBIETER,STAKEHOLDER,Technology and solution providers are mentioned as key participants and beneficiaries in national and transnational energy research and development initiatives relevant to solar market and policy.</|>,1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
474,HEIMISCHE EXPERT:INNEN UND UNTERNEHMEN,STAKEHOLDER,Domestic experts and companies are referenced as Austrian actors involved in international technology programmes and networks focused on photovoltaics and the energy transition.</|>,1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
475,EU-PARTNERSCHAFTEN,ORGANIZATION,"EU partnerships are described as multilateral collaborations driving programmes for research, development, and innovation in clean energy and photovoltaic market policy.</|>",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
476,BEDARFSTRÄGER,STAKEHOLDER,Demand groups or stakeholders identified as recipients of research and development results in the Austrian PV value chain and education infrastructure.</|>,1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
477,BETRIEB,STAKEHOLDER,"Businesses, explicitly referenced as stakeholders that can use decentralized PV generation onsite and as part of the target group for distributed energy and market participation.</|>",1,1,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],,,,,
478,ENERGIEGEMEINSCHAFTEN (EGS),STAKEHOLDER,"Energy Communities (EGs) are collective models in Austria enabling joint photovoltaic expansion, shared production and use of renewable energy, and participation in energy markets.",1,6,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
479,GEMEINSCHAFTLICHE ERZEUGUNGSANLAGEN (GEA),TECHNOLOGY,"Gemeinschaftliche Erzeugungsanlagen (communal generation installations) are installations that allow multiple parties to produce and collectively use renewable energy, such as PV, in Austria.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
480,SPEICHERUNG,TECHNOLOGY,"Storage technologies are solutions for storing electricity, enabling flexibility and support for energy communities and PV integration in Austria.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
481,FLEXIBILITÄTSMASSNAHMEN,TECHNOLOGY,"Measures to increase electricity system flexibility, including storage and demand-side management, are used to support the integration of PV in Austria.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
482,ECHTZEITFÄHIGES BETRIEBSMONITORING UND STEUERUNG,TECHNOLOGY,Real-time operations monitoring and control technologies enable active management of consumption and generation for energy communities and PV operators.,1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
483,DIGITALISIERUNG DER MARKTKOMMUNIKATION,INFRASTRUCTURE,Digitalization of market communication refers to technological measures enabling direct or aggregated participation of PV operators in power and flexibility markets via advanced digital infrastructure.,1,3,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
484,ENERGIEMANAGEMENTLÖSUNGEN FÜR HAUSHALT UND UNTERNEHMEN,TECHNOLOGY,"Smart, user-friendly energy-management solutions for households and companies are technical systems aimed at optimizing energy usage and enabling participation in Austria’s energy transition.",1,4,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
485,AKTIVE KUND:INNEN,STAKEHOLDER,Active customers are individuals or groups with own storage or generation installations who are legally allowed to share surplus energy or jointly use energy produced in communal installations.,1,4,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
486,STROMVERTRÄGE MIT VARIABLEN GESTALTUNGSMÖGLICHKEITEN,SUPPORT_SCHEME,"Mechanisms allowing customers to shape their electricity contracts more variably, facilitated by digitalization and regulatory developments.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
487,KOSTENDEGRESSION DER PHOTOVOLTAISCHEN KOMPONENTEN,MARKET_METRIC,"Metric: cost reduction of PV components; Value: not specified; Unit: not specified; Reference year: not specified; Geographic scope: Austria; Approximate: yes; Source meaning: There has been a significant reduction in the cost of photovoltaic components, contributing to PV adoption.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
488,FÖRDERSYSTEM FÜR PHOTOVOLTAIK,SUPPORT_SCHEME,"The system of subsidies and incentives in Austria supporting PV expansion and its ongoing improvement, leading to increased adoption.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
489,BÜROKRATISCHE HÜRDEN,CONSTRAINT,"Bureaucratic obstacles refer to regulatory and administrative barriers that have hampered PV deployment in Austria, though these are being progressively reduced.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
490,KLIMANEUTRALITÄT,TARGET,"Target: climate neutrality; Target value: not specified; Unit: not specified; Deadline: not specified; Geographic scope: Austria; Status: aspirational; Source meaning: Achieving climate neutrality in Austria, with PV as a key enabling technology in this transition.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
491,PHOTOVOLTAIKANTEIL AN DER STROMVERSORGUNG — CA. 10 % (AKTUELL),MARKET_METRIC,"Metric: PV share of electricity supply; Value: approximately 10; Unit: percent; Reference year: “currently” (implied present); Geographic scope: Austria; Approximate: yes; Source meaning: Currently, photovoltaics covers approximately 10% of Austria's electricity supply.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
492,PV-ANLAGENBETREIBER:INNEN,STAKEHOLDER,"PV system operators are actors who own and operate photovoltaic installations, enabled through digitalization to participate in electricity and flexibility markets directly or in aggregated form.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
493,FLEXIBILITÄTEN INKLUSIVE SPEICHER,TECHNOLOGY,"Flexibilities, including storage, refer to the set of technologies enabling dynamic adjustment of electricity consumption, generation, and storage to support PV integration and the Austrian energy transition.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
494,BÜRGER:INNEN ALS AKTIVE KUND:INNEN,STAKEHOLDER,"Citizens acting as active customers, collaborating on the basis of private agreements to jointly participate in the energy transition without forming legal entities.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
495,VARIABELE STROMLIEFERVERTRÄGE,SUPPORT_SCHEME,"Variable electricity supply contracts are support mechanisms that offer customers the opportunity to shape their electricity contracts in a more flexible way, as enabled by digitalization.",1,0,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
496,ZU GEFORDERTE ÜBERSCHUSSLEISTUNG,CONSTRAINT,"Constraint: The requirement that surplus power must be capable of being transferred to the public grid at all times, creating a technical and possibly economic limitation.",1,0,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
497,ABBAU BÜROKRATISCHER HÜRDEN,SUPPORT_SCHEME,Support mechanism: The progressive reduction of bureaucratic hurdles facilitates PV adoption and active participation in Austria's energy transition.,1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
498,OPTIMAL GEPLANTER PV-AUSBAU,TARGET,"Target: optimally planned PV expansion; Target value: not specified; Unit: not specified; Deadline: not specified; Geographic scope: Austria; Status: recommendation; Source meaning: The ongoing PV development in Austria should be optimally planned and actively supported across technical, economic, regulatory, and social dimensions.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
499,FLEXIBILITÄTSANGEBOT UND -NACHFRAGE,MARKET_METRIC,"Metric: flexibility supply and demand in the Austrian electricity system; Value: not specified; Unit: not specified; Reference year: not specified; Geographic scope: Austria; Approximate: unknown; Source meaning: The reference to flexibility offerings and requirements in the Austrian electricity system for integrating more renewables, including PV.",1,2,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
